id	GSM595407_Control	GSM595411_Control	GSM595414_Control	GSM595416_Control	GSM595417_Control	GSM595419_Control	GSM595421_Treat	GSM595422_Treat	GSM595423_Treat	GSM595424_Treat	GSM595425_Treat	GSM595426_Treat	GSM595427_Treat	GSM595428_Treat	GSM595429_Treat	GSM595432_Treat	GSM595434_Treat	GSM595435_Treat	GSM595437_Treat	GSM595439_Treat	GSM595441_Treat	GSM595443_Treat	GSM595445_Treat
ABAT	6.85129156521739	7.16538682608696	7.34639091304348	6.72160269565217	7.12700613043478	8.13213917391304	7.32171830434783	7.26377143478261	7.00132569565217	6.8724702173913	6.83570134782609	7.46736852173913	7.49346082608696	7.30358295652174	7.70250086956522	6.59488682608696	6.59367465217391	6.84097852173913	7.06539160869565	6.42101839130435	6.93702895652174	6.70166743478261	6.74845530434783
ABCA1	7.28948760869565	6.51094208695652	6.88027191304348	6.56697082608696	7.91659469565217	7.45441860869565	6.62886669565217	6.56806669565217	6.99038426086956	7.13864647826087	6.74845530434783	6.95571965217391	7.09071908695652	6.56697082608696	6.64257852173913	6.72912386956522	6.60871517391304	6.86493817391304	6.67950586956522	6.67741091304348	6.7718677826087	6.41106404347826	6.31173969565217
ABCA11P	6.43272069565217	7.1520882173913	7.2883687826087	6.45278091304348	6.3448235	7.32966404347826	6.84097852173913	6.87799769565217	7.17205286956522	6.90590265217391	6.17232034782609	6.821611	6.86098995652174	7.25032539130435	7.12700613043478	6.36027504347826	6.56601413043478	6.25927919565217	7.03898995652174	7.07065886956522	6.80612695652174	6.43551682608696	6.49681680434783
ABCA12	3.09424830434783	3.14957095652174	3.40806113043478	3.14957095652174	3.10231047826087	3.18975713043478	3.86864095652174	4.12557730434783	3.27554986956522	3.30159186956522	3.07634647826087	3.26803517391304	3.37065382608696	3.73820039130435	5.23746886956522	3.37476513043478	3.45137734782609	3.61808573913043	3.73820039130435	3.11762839130435	3.42536495652174	3.18613847826087	3.17608047826087
ABCA13	2.91533330434783	3.40699369565217	4.51415460869565	3.10058334782609	3.00912008695652	3.21394869565217	5.15824486956522	4.49090982608696	3.07081765217391	3.19471547826087	4.66007756521739	3.54909908695652	3.52297847826087	6.84497260869565	5.41172430434783	3.69876795652174	5.01390195652174	4.40739747826087	4.99347904347826	3.68246586956522	4.50875265217391	3.68848	3.54932856521739
ABCA17P	3.97149695652174	4.27988347826087	3.95380208695652	3.52233195652174	3.86033886956522	4.00670973913043	4.13451543478261	3.98460343478261	4.17464004347826	3.82745091304348	3.8485977826087	4.09469926086957	4.02406126086957	3.79918695652174	4.13820013043478	4.21915786956522	4.12894765217391	3.86233926086957	3.72400960869565	3.60458795652174	4.01855952173913	3.97553969565217	3.77052565217391
ABCA2	5.77938539130435	5.53245513043478	5.57941517391304	5.5666027826087	5.57492691304348	5.72802026086956	5.57467286956522	5.5430947826087	5.70304630434783	5.6509802173913	5.54430943478261	5.298202	5.44931260869565	5.66773773913043	5.44285360869565	6.0441647826087	5.93439039130435	6.01055817391304	5.9058202173913	6.00715182608696	6.09272839130435	5.90195613043478	6.10603843478261
ABCA3	9.73455656521739	10.4301985217391	9.38845526086956	10.1820097391304	10.1365013478261	10.0091433043478	8.47356182608696	7.58098626086957	9.93242947826087	9.28854586956522	9.6275827826087	10.0614617391304	10.0652398695652	7.60410217391304	8.2336117826087	11.0103096086957	10.3951252173913	9.49095860869565	7.6229877826087	9.63980269565217	8.82537430434783	9.85946443478261	9.78629504347826
ABCA4	4.49202530434783	4.37948417391304	4.40537652173913	4.3632737826087	4.56572469565217	4.5433817826087	4.64762230434783	4.7849062173913	4.46014826086957	4.86972091304348	4.63528204347826	4.5194357826087	4.88194913043478	4.61225508695652	4.44993756521739	4.82078456521739	4.58062830434783	4.50899582608696	4.51508982608696	4.55970882608696	4.49074113043478	4.73421469565217	4.7917232173913
ABCA5	6.83347904347826	7.04127226086957	7.36331747826087	7.17447160869565	6.6979507826087	7.15307473913044	7.00796804347826	7.18311926086957	7.22113256521739	7.15500413043478	6.72824469565217	6.51143095652174	6.68866786956522	7.992751	7.53218047826087	6.24785126086957	6.40564060869565	6.76102973913043	7.26526956521739	6.44804104347826	6.79315369565217	6.19113356521739	5.93105352173913
