id	GSM1854187_Control	GSM1854188_Control	GSM1854189_Control	GSM1854182_Treat	GSM1854183_Treat	GSM1854184_Treat	GSM1854185_Treat	GSM1854186_Treat
 TAS1R1 	4.751765125	4.706682875	4.738622125	4.722431125	4.708721375	4.76639975	4.6355065	4.690673375
 TAS1R2 	4.341230625	4.442281	4.390801	4.377676875	4.357470875	4.479248	4.245606375	4.326534875
 TAS1R3 	5.97709975	5.9521065	5.842613625	5.964134	5.96677775	6.041513125	5.959321375	6.021107375
 TAS2R1 	2.76619125	2.738379375	2.757296875	2.753469875	2.731058875	2.766366375	2.709969375	2.725702625
 TAS2R10 	3.14729925	3.18621	3.264314875	3.180880875	3.218685875	3.28887575	3.0561475	3.064437875
 TAS2R13 	2.680531625	2.8093215	2.84986775	2.760168875	2.598214	2.389990625	2.785724625	3.005455
 TAS2R14 	4.06305325	4.566096	4.702953625	4.651035625	4.45261775	4.556408125	4.589545125	4.6331425
 TAS2R16 	2.541771375	2.5414635	2.62293325	2.6007715	2.581291375	2.419842125	2.57334375	2.449810125
 TAS2R19 	2.538571875	2.75612675	2.89123125	2.95740875	2.42394825	2.573426625	2.582815375	3.06239775
 TAS2R20 	2.461506875	2.83055875	2.750523375	2.75573925	2.630589125	2.55245275	2.66755575	2.77471525
 TAS2R3 	3.33215	3.714546875	3.554215875	3.432285	3.484854375	3.3074225	3.641703625	3.53260075
 TAS2R30 	3.23373375	4.016232125	4.480748	4.05939575	3.6013925	3.672818375	3.923775125	4.261929375
 TAS2R31 	3.8512825	4.184972	4.4206495	4.31900975	3.75372925	3.997540625	4.26360325	4.332917
 TAS2R38 	4.2857625	4.102806375	3.8848055	3.984187625	4.0529465	4.347339375	3.95140075	3.911147125
 TAS2R39 	2.663091875	2.604803375	2.522930875	2.645065125	2.540508	3.028872625	2.518789875	2.4571745
 TAS2R4 	2.905517625	3.1362755	3.096704625	2.99849125	3.100461375	2.853316125	3.0209925	3.0551945
 TAS2R40 	2.65746475	2.62516525	2.69418525	2.600659875	2.736591875	2.442313625	2.64131875	2.604957125
 TAS2R41 	3.274484125	3.225147125	3.290924125	3.133051	3.26100725	3.37334075	3.226476125	3.05932375
 TAS2R42 	2.638423	2.58175175	2.629061375	2.579173375	2.401483875	2.77732475	2.452966125	2.630233375
 TAS2R43 	4.3709625	4.8548815	5.33082325	4.987528125	4.390576875	4.7457975	4.98083325	4.670020375
 TAS2R46 	2.482935375	2.760168875	2.8023965	2.6549945	2.540756875	2.40103725	2.79292575	2.7080435
 TAS2R5 	3.6547723125	3.570734125	3.62890025	3.60296075	3.447946375	3.461193375	3.3714255	3.436952625
 TAS2R50 	2.721702125	2.94232075	3.24458475	3.028451	2.857895875	3.329936375	2.793634125	2.950517375
 TAS2R60 	3.360010625	3.2981145	3.263716375	3.437963375	3.31989475	3.594525	3.270940625	3.312018125
 TAS2R64P 	3.089635875	3.224916375	3.400161625	3.22453525	3.283888	3.1232515	3.331452875	3.150203625
 TAS2R7 	2.228695625	2.192789375	2.231646125	2.19937825	2.11898175	2.567919625	2.15429175	2.21308525
 TAS2R8 	2.37241575	2.296403625	2.424295375	2.46284125	2.407234875	2.30791375	2.351002	2.3099955
 TAS2R9 	2.45934375	2.481184625	2.51277425	2.481859	2.41770825	2.512117125	2.48628	2.494729875
 TASP1 	5.561127625	5.507228375	5.597951875	5.633431625	5.540662875	5.554646625	5.63222975	5.45756475
 TAT 	3.1698780625	3.179837625	3.230207625	3.216032625	3.20352075	3.276840875	3.2221875	3.184125375
 TATDN1 	4.94594925	4.864149	5.01591775	4.94968825	4.929653125	4.796985125	4.920172125	4.8293081875
 TATDN2 	5.729048875	5.716874375	5.782271125	5.75841325	5.748149125	5.71788975	5.737174625	5.725861375
 TATDN3 	5.5701265	5.63523925	5.7575345	5.773340625	5.764149375	5.5738215	5.77769975	5.699532625
 TAX1BP1 	8.61984925	8.394759	8.532616125	8.30371775	8.312619375	8.2578145	8.641547625	8.309012625
 TAX1BP3 	6.935647375	7.21743	6.979664	7.0027435	7.08947525	7.265321375	6.970551375	6.96403225
 TAZ 	5.930140375	6.098881625	6.0402535	6.01739125	5.979745875	6.130653625	5.984535	5.99637725
 TBATA 	3.75004475	3.692139375	3.7168949375	3.7132696875	3.718401875	3.78660825	3.7138009375	3.7206155
 TBC1D1 	6.155034375	6.248914375	6.44837625	6.70177475	6.811619125	6.511477125	6.70756325	6.741081
 TBC1D10B 	6.029605125	6.01564725	5.991044	6.013927875	6.024012125	6.155390375	6.015538125	6.06453275
 TBC1D10C 	6.521476	6.64900275	6.409382875	6.39579625	6.505663625	6.625501125	6.44441925	6.600893625
 TBC1D12 	4.787857125	4.496712875	4.6833505	4.624352875	4.625621875	4.43324175	4.75231025	4.58378025
 TBC1D13 	6.544237625	6.752767625	6.61452125	6.645798	6.5933284375	6.705481125	6.572541375	6.5320315
 TBC1D14 	7.2668005	7.34686625	7.299795	7.3039525	7.437430625	7.24070825	7.256029375	7.220447625
 TBC1D15 	6.613754	6.120731	6.558884	6.13121275	6.209044125	5.700217	6.370742625	6.132503
 TBC1D16 	6.245959	6.49508925	6.294530875	7.082038375	6.631149	7.155156125	6.52186425	6.519047875
 TBC1D17 	6.886078875	7.015657875	6.87577075	6.688099375	6.701947	6.867548	6.87596975	6.892172875
 TBC1D19 	5.426443	5.16345075	5.489616	5.2515565	5.229375875	5.01282775	5.32492025	5.16457475
 TBC1D2 	7.6242455	7.4465455	7.659233625	7.476292875	7.229716125	7.5720215	7.435744625	7.232842625
 TBC1D20 	7.647540875	7.4900925	7.698936625	7.568696875	7.434408875	7.62524175	7.483384375	7.205307125
 TBC1D21 	3.739561625	3.6895445	3.709618	3.682260375	3.686519625	3.6889175	3.686730375	3.70629875
 TBC1D22A 	6.894044	7.004635875	6.951695875	6.882755	6.804356	6.960151625	6.967107875	6.94690025
 TBC1D22B 	6.051894375	6.007493875	6.091326625	6.037256625	6.091671	5.859698125	6.039563625	5.975606625
 TBC1D23 	7.137576875	7.053347125	7.2668005	7.180795375	7.101350625	7.080204375	7.133127	7.15332175
 TBC1D24 	6.4316285	6.190636625	6.188321375	6.14282075	5.746955875	6.331133375	5.89251125	6.062947375
 TBC1D25 	6.094785125	6.101980625	6.008043	6.023470125	6.00647775	5.893971875	5.93918475	5.985114375
 TBC1D26 	4.521806875	4.54861875	4.422394625	4.502745375	4.495694875	4.387977625	4.477012125	4.453006
 TBC1D28 	4.399077375	4.404033375	4.289935875	4.433732125	4.378300625	4.550927375	4.417939125	4.39133675
 TBC1D29 	4.993568	5.111828125	5.115796125	5.035353375	5.1099275	5.631584	5.056476625	5.027649625
 TBC1D2B 	6.939456375	6.877299375	6.96371675	6.877299375	6.98855075	6.727926625	7.11671325	6.84130125
 TBC1D3 	5.93527825	6.054827375	6.082756875	6.081574	6.081574	6.18192575	6.084806625	6.062047
 TBC1D30 	5.36777175	5.066554625	5.027453375	4.967949875	5.034505625	4.83634	4.97743675	4.95211225
 TBC1D3B 	5.805268875	5.934808	5.994071	5.963898625	5.964757	6.072796875	5.958983375	5.9458065
 TBC1D3C 	5.88550225	6.005218	6.059752375	6.015404125	6.034942375	6.152114625	6.037256625	6.01582725
 TBC1D3F 	5.914806375	6.02117275	5.987288375	6.04417975	6.045820875	6.17535425	6.052162	6.028719125
 TBC1D3P1-DHX40P1 	6.003040375	5.914806375	5.974595125	5.948713875	5.949772125	5.785987125	6.019718375	5.92547
 TBC1D3P2 	5.032874375	5.106172875	5.150829375	5.15484275	5.146168375	5.137173375	5.132546375	5.19287025
 TBC1D3P5 	4.145746625	4.16886575	4.120833875	4.098048625	4.1004895	4.344123125	4.052768375	4.105727625
 TBC1D4-AS1 	2.427661375	2.22124275	2.371809125	2.447325625	2.322895375	2.486812375	2.31702525	2.436928875
 TBC1D4 	6.600893625	6.378636125	6.560087375	6.026866375	6.086921	5.795234125	6.014340375	6.019133
 TBC1D5 	5.949772125	5.76448425	6.02488325	5.8910195	5.930140375	5.546848125	5.924259875	5.907675875
 TBC1D7 	4.497627	4.512570875	4.58251725	4.569043625	4.560902125	4.495546375	4.540739625	4.515291125
 TBC1D8 	6.116223125	6.168962875	6.42066275	6.112804375	6.10781675	5.89251125	6.168864875	5.8809995
 TBC1D8B 	4.1533115	3.87334475	4.075758375	4.299134625	4.130372	3.924413	4.0482895625	4.012372125
 TBC1D9 	7.6781795	7.656645	7.86873725	7.51965975	7.68160675	7.38640275	7.76506975	8.139001625
 TBC1D9B 	6.56989075	6.64493025	6.529184	6.771887375	6.548693375	6.724163125	6.613241	6.6180825
 TBCA 	6.5209545	6.399755125	6.585174	6.53497875	6.417481875	6.491164125	6.54960125	6.54127275
 TBCB 	7.80526925	8.037170625	7.808687625	7.84844775	7.8311235	8.0775245	7.801235625	7.835677875
 TBCC 	6.5399625	6.9504355	6.600077	6.662937	6.773112375	7.213162	6.644361	6.771196
 TBCCD1 	5.584398	5.482211	5.61982825	5.529267	5.5186915	5.296748875	5.483100375	5.48906125
 TBCD 	7.0399135	7.183868	7.137037375	7.235894125	7.04563275	7.287001375	6.94330325	7.04336225
 TBCE 	5.99334525	5.738590625	6.110184	5.99730175	5.644120375	5.766665375	5.7623495	5.692010875
 TBCEL 	7.165809125	7.11464325	7.431473125	7.16355325	7.1083635	6.90436125	7.158752375	7.29016125
 TBCK 	6.757895125	6.82226025	7.05118075	6.80651575	7.05808725	6.258085625	7.0000195	6.978279375
 TBK1 	6.879781625	6.634619125	6.928642625	6.8246565	7.02553375	6.53985	6.899617375	6.983265125
 TBKBP1 	6.046990875	6.018308875	5.989339125	5.9943765	6.084933375	6.273230125	6.00892075	6.003839
 TBL1X 	6.619539125	6.6084795	6.579871375	6.673991	7.02235375	6.642603875	6.6833565	6.6779185
 TBL1XR1-AS1 	2.561771875	2.6110635	2.629896625	2.608327625	2.61505275	2.582658	2.78136825	2.61471875
 TBL1XR1 	8.02792275	7.816913	8.05749525	8.02792275	8.03257475	7.769159875	8.18768325	8.419614875
 TBL1Y 	4.18227025	4.0368994375	4.04560325	4.0790679375	4.23159375	3.95353725	4.087215625	4.0370298125
 TBL2 	5.9991935	6.05168225	5.9561435	6.09073425	6.078958625	6.074654375	6.08221575	6.11112275
 TBL3 	6.398224625	6.5076435	6.332001875	6.402720875	6.37152975	6.475159	6.35339875	6.40625875
 TBP 	6.551446	6.66329	6.73845875	6.56759025	6.566376375	6.455681625	6.45978	6.349702125
 TBPL1 	6.137692	6.01681525	6.168864875	6.045139	6.118514375	5.817545	6.048589625	6.02488325
 TBPL2 	2.93547575	3.000267625	2.9668545	3.0259215	2.97630575	3.080841625	2.986923625	2.954257375
 TBR1 	3.657860625	3.62356925	3.56954175	3.643879625	3.6465105	3.698362125	3.6009285	3.612031
 TBRG1 	6.659721875	6.4948669375	6.657181625	6.60315775	6.50036125	6.379595625	6.52809475	6.2657795
 TBRG4 	6.178637875	6.199446125	6.150649	6.1984498125	6.188413625	6.2386005	6.171714	6.207756875
 TBX1 	6.2842765	6.3977335	6.232564125	6.278589125	6.32703225	6.5630125	6.332001875	6.364924
 TBX10 	5.436099875	5.580728875	5.381349875	5.422918375	5.301442	5.41259625	5.29686725	5.44532375
 TBX15 	4.052254875	3.95866525	4.021334875	4.293778	4.150017125	3.866119375	3.95951975	3.96439575
 TBX18 	3.55013975	3.53461375	3.534085125	3.522200125	3.744009875	3.53798525	3.58628075	3.52279575
 TBX19 	4.06353775	3.969546375	4.043880625	3.825204875	4.008854375	3.885593875	4.00855275	3.981462125
 TBX2 	7.519941375	7.633911625	7.8046945	7.673732875	7.204962375	7.749414875	7.585551875	7.446267
 TBX20 	4.463509125	4.499488	4.385461	4.448524875	4.521806875	4.33933325	4.439576	4.49837025
 TBX21 	5.67733225	5.576818625	5.546024	5.3220665	5.65272775	5.6513325	5.81267375	5.768094875
 TBX22 	2.8824075	2.951511	2.799291375	2.796985	2.87946575	2.9215755	2.839568375	2.819835125
 TBX3 	7.763089875	7.311767375	7.936991875	7.316327875	6.571922375	7.08904425	6.981299125	6.643615375
 TBX4 	8.1759295	7.519941375	7.826462	7.461095125	6.72969975	7.35663	7.38942275	7.1798485
 TBX5-AS1 	5.399039	5.355621	5.421507375	5.497336625	4.937524875	5.1780905	5.19302425	5.002694375
 TBX5 	7.49333875	7.340431125	7.657275	7.53638325	6.429025375	7.348101125	7.056609625	6.761431125
 TBX6 	5.62094375	5.79052025	5.619091875	5.622024375	5.606130125	5.744499625	5.569338875	5.60306975
 TBXA2R 	6.04417975	6.237788625	5.989939375	6.00988125	6.002879125	6.03777675	5.881843375	5.982272625
 TBXAS1 	6.000688125	5.955709375	5.868367875	6.25152825	6.061935625	6.10138375	6.080798125	6.041513125
 TC2N 	8.368249625	7.768593375	7.9486605	7.100141125	7.495910125	6.7405755	7.814154125	7.806599
 TCAIM 	5.94992825	5.677601625	5.865327125	5.713556375	5.704707125	5.50014925	5.72008875	5.55804525
 TCAM1P 	3.0575975	3.154447875	3.117195875	3.086647875	3.088696625	2.922273875	3.09652375	3.0717885
 TCAP 	5.3946525	5.65766	5.489261625	5.253494625	5.480321875	5.932978125	5.4160535	5.741807125
 TCEA1 	7.65355975	7.697186	7.819394875	7.64990375	7.5761965	7.591717625	7.695013375	7.87022575
 TCEA2 	5.71987925	5.816257125	5.697666375	5.6612915	5.692737375	5.908686625	5.694192375	5.6724125
 TCEA3 	6.949925	6.747199375	6.987924875	6.29866425	6.27043175	6.21058825	6.3926375	6.1247875
 TCEAL1 	7.149870375	7.01385625	7.076574125	7.390651625	6.96821575	7.25946	7.288998	6.941604875
 TCEAL2 	5.494382375	5.141966875	5.865966875	4.984149375	5.044489125	5.0216925	5.207699	4.914555
 TCEAL3-AS1 	2.83004975	3.023711875	2.736974375	2.800574	2.767514125	3.079098125	2.821134625	2.79103525
 TCEAL3 	7.004635875	7.193893625	7.00061625	7.350724625	7.044681375	7.6433835	7.229941375	7.035592625
 TCEAL4 	7.2436576875	7.309342875	7.263478375	7.60849875	7.102477	7.833040625	7.59230225	7.312885
 TCEAL5 	3.765063875	3.842994875	3.813806625	3.861586875	3.919738125	3.9123858125	3.876197125	3.9074775
 TCEAL6 	5.791029125	5.795022375	5.742792625	5.81210375	5.770215625	5.994247875	5.76791875	5.761974875
 TCEAL7 	4.3345355	4.524012625	4.5799645	4.773384375	4.824076625	4.58264525	4.661148125	4.52485675
 TCEAL8 	7.793118	7.577584375	7.669780875	7.682132375	7.61751525	7.68186875	7.75094825	7.686829625
 TCEANC 	5.04759475	4.954228625	5.127874625	4.931976875	4.992748375	4.723378	4.96213475	4.93258925
 TCEANC2 	5.093597625	5.059864	5.122833125	5.099700125	5.099700125	5.02533225	5.083796875	5.06588525
 TCEB1 	5.782572125	5.690947375	5.7978455625	5.803822875	5.90482425	5.8066475	5.766475875	5.684922875
 TCEB1P3 	3.009985375	2.904505625	2.778103375	2.960326125	2.859499875	2.902475	3.07409175	2.90770775
 TCEB2 	7.387432875	7.658923625	7.471608375	7.503765	7.504727375	7.963309375	7.569466875	7.593874875
 TCEB2P2 	6.156084	6.3926375	6.329928875	6.3623355	6.374753375	6.805988875	6.349399375	6.361167
 TCEB3 	7.9079935	7.68432325	7.71684675	7.467084875	7.208473375	7.5543695	7.344660125	7.263674125
 TCEB3B 	3.1421665	3.313282875	3.165757875	3.253172	3.05902025	3.19953575	3.125140125	3.157003875
 TCEB3CL 	6.158361375	6.12666925	6.033753875	6.19104025	6.16127975	6.391682375	6.153077375	6.158035375
 TCERG1 	5.44431725	5.349787	5.583664	5.671333375	5.501829375	5.355621	5.362174375	5.479532875
 TCERG1L 	5.242342125	5.371985125	5.25815675	5.310358875	5.287558125	5.462731625	5.28175975	5.31679825
 TCF12 	8.222818875	7.9720205	8.1018265	8.303171125	8.0775245	8.17953525	8.183817375	8.174395375
 TCF15 	5.830311875	5.933853125	5.777934125	5.80106775	5.735626	6.360496625	5.79547025	5.989339125
 TCF19 	5.1886165	5.14417325	5.10060975	5.145446875	5.14180575	5.096755625	5.141332625	5.188449125
 TCF20 	6.726406375	6.69394425	6.761967125	6.57266525	6.643498875	6.451234	6.672749125	6.693796375
 TCF21 	7.123823	7.114958875	7.770074375	6.96464275	6.318642875	7.086229625	6.9352055	6.66996525
 TCF23 	5.368419875	5.443162375	5.314977125	5.3643385	5.319073625	5.458644	5.33760625	5.408126875
 TCF24 	5.732944125	5.968908125	5.685903125	5.789499625	5.70375075	5.88487975	5.7137466875	5.8228095
 TCF25 	7.440249625	7.55719125	7.405362375	7.601514625	7.497473	7.50499375	7.486176625	7.5703945625
 TCF3 	6.897194	7.049899	6.839805875	6.939126125	7.029315125	7.204962375	7.057949875	7.36147575
 TCF4 	7.5878135	7.556342125	7.7164405	7.776904	7.743493875	7.504147125	7.8948215	7.766988125
 TCF7 	5.48044275	5.574601625	5.5255115	5.445973	5.487324125	5.452521875	5.375783125	5.51793075
 TCF7L1-IT1 	3.115266375	3.0556745	3.215429875	3.156502	2.97887225	3.044818125	3.035743125	2.853522375
 TCF7L1 	6.058388375	6.042230375	6.0686615	5.954548875	6.0019475	6.003918875	6.049018625	6.02541875
 TCF7L2 	7.02567625	6.6675925	6.99448775	6.338532625	6.42250425	6.21338025	6.5240585	6.2413355
 TCFL5 	5.25838125	5.14373575	5.20788525	5.25589725	5.183832875	5.096197875	5.167846625	5.049128375
 TCHH 	3.727013	3.679466125	3.610252	3.711158875	3.819503	3.7047485	3.7762965	3.703624125
 TCHHL1 	2.7357135	2.75852525	2.71237675	2.774826375	2.704540625	2.841693375	2.800574	2.816375125
 TCHP 	6.258085625	6.3880339375	6.46963025	6.393293375	6.4097776875	6.450087875	6.417728375	6.41806925
 TCIRG1 	7.3100955	7.58721425	7.3184125	7.471301	7.3598335	7.619043125	7.3385495	7.504449125
 TCL1A 	5.3075515	5.326757375	5.3156955	5.320082125	5.315153375	5.183629625	5.263995375	5.622024375
 TCL6 	3.7734205	3.748616	3.756370375	3.787180875	3.7837895	3.689349875	3.7790775625	3.7533955
 TCN1 	3.5247795	3.104796375	3.01940425	3.07716575	4.2698125	3.129709	3.064546	3.1443815
 TCN2 	5.90983825	6.10735175	6.067975125	6.636665375	6.473603875	6.49672125	6.512931125	6.42670375
 TCOF1 	6.321920625	6.34109325	6.2479885	6.315286125	6.3125885	6.34986	6.31951325	6.4187645
 TCP10 	4.735459125	4.77136775	4.715952625	4.827854625	4.804893125	5.02782375	4.804423125	4.785129875
 TCP10L 	3.8914045	3.853809	3.925475625	3.77134825	3.8901435	3.9123858125	3.88686	3.860633625
 TCP10L2 	4.41765425	4.356359875	4.29070625	4.323535625	4.44000925	4.656619	4.324252	4.2853925
 TCP11 	3.26479125	3.311264375	3.3209513125	3.303706125	3.29991575	3.27654175	3.30539075	3.2700075
 TCP11L1 	5.767632125	5.63852075	5.7786095	5.70525725	5.759801125	5.517031625	5.7575345	5.721649
 TCP11L2 	7.61751525	7.26833125	7.5144355	6.7013725	7.203931125	6.238386625	7.1846725	6.857501
 TCTA 	6.353993	6.294244375	6.3415355625	6.2513105	6.275338625	6.344321	6.450578	6.316362125
 TCTE1 	5.2675155	5.33293975	5.383119	5.36812875	5.348728875	5.589713625	5.623781625	5.267887625
 TCTE3 	4.023012	3.928795625	3.8573655	3.896838625	3.95855275	3.960518375	3.827464625	3.932180625
 TCTEX1D1 	3.230207625	3.268527375	3.2854145	3.301086375	3.344673	3.21118425	3.37010575	3.26832775
 TCTEX1D2 	6.1205765	6.090429375	6.268979	6.130343625	6.194877625	6.047813375	6.320885625	6.159754375
 TCTEX1D4 	4.26169975	4.463509125	4.226228625	4.2776105	4.313393875	4.6794205	4.14016725	4.2857625
 TCTN1 	5.359241125	5.285672375	5.376007125	5.351866625	5.363449	5.12983275	5.5387595	5.265395625
 TCTN2 	6.053319625	5.768094875	6.1082465	5.762447875	5.791029125	5.461235875	6.182323125	5.28655975
 TCTN3 	6.607597875	6.427335875	6.518799375	6.85262725	7.0027435	6.666823625	6.586454	6.4873505
 TDG 	5.70861625	5.499505125	5.872049625	5.972181875	5.71820475	5.6544275	5.555978	5.68149575
 TDGF1 	4.109920375	4.1537365	4.19108675	4.209656	4.14810725	4.07407775	4.25222425	4.31512975
 TDGF1P3 	2.302545625	2.279657	2.329882	2.3906145	2.4855695	2.127730125	2.39131975	2.390299
 TDH 	3.87542125	3.89094625	3.873206625	3.83916775	3.815914875	3.75015675	3.736193125	3.807559625
 TDO2 	3.505133125	3.71179375	3.46484375	5.938886875	5.093991875	5.3302965	3.707664375	4.95054475
 TDP1 	5.70666775	5.913631375	5.805414625	5.999742625	6.031241875	5.893352	5.99334525	6.088481125
 TDP2 	6.485908	6.354503375	6.4771105	6.4672975	6.668760375	6.436210375	6.61644075	6.481213875
 TDRD1 	2.661337	2.613332125	2.614317125	2.624082	2.624516125	2.621515625	2.623747875	2.622112625
 TDRD10 	4.9964575	5.033094625	5.078934	4.945222125	4.873895125	5.097341	4.9013815	4.855261625
 TDRD12 	2.801466375	2.787222625	2.81670375	2.79336	2.829746125	2.79021475	2.81490725	2.784288125
 TDRD15 	2.774826375	2.809911	2.658595375	2.718850375	2.7602825	2.775007375	2.740871	2.68842
 TDRD3 	6.02856975	6.0552285	5.924770125	5.759288375	5.89176075	5.553900125	6.05097375	5.87083625
 TDRD5 	2.840034625	2.8500315	2.831700875	2.847834625	2.845072125	2.97565975	2.86778125	2.834760625
 TDRD6 	3.35332325	3.4074645	3.381418125	3.444767875	3.377366125	3.555770375	3.406205375	3.442643375
 TDRD7 	6.45978	6.255749875	6.49792175	6.13688575	6.226677125	5.846421125	6.3007435	6.26339075
 TDRD9 	3.01837475	3.07046975	2.994930125	2.903914125	2.96433825	2.8871145	2.912854375	2.950258
 TDRG1 	3.64810475	3.67689225	3.590902	3.520754375	3.66103825	3.84557975	3.526122125	3.576266125
 TDRKH 	5.1183595	4.808609	5.0797625	4.95054475	4.8403165	4.67457425	4.935589125	4.92250175
 TDRP 	6.688671375	6.474274375	6.710874125	6.2823765	6.35503475	6.37815	6.444841	6.403596125
 TEAD1 	7.212676	7.03015675	7.3598335	6.896976375	6.8135615	6.7642415	7.0951045	6.741294875
 TEAD2 	6.573088625	6.624648625	6.556963625	6.52971225	6.6600765	6.57971175	6.526540625	6.536549625
 TEAD3 	6.282865375	6.276784625	6.29810925	6.326260625	6.308977	6.422419	6.290054	6.28809775
 TEAD4 	6.57541725	6.761102625	6.40119775	6.438539875	6.542487625	6.4744605	6.3999665	6.239474875
 TEC 	5.73248625	5.576094375	5.883454375	5.5691135	5.43311025	5.4278184375	5.54553725	5.554646625
 TECPR1 	6.512788875	6.6623275	6.565029125	6.539464875	6.458004625	6.759787625	6.551684375	6.60506375
 TECPR2 	6.42176675	6.3000355	6.274122	6.4578155	6.539464875	6.378022875	6.27829825	6.319988375
 TECRL 	2.296403625	2.264077125	2.310685625	2.287934875	2.353815	2.35692825	2.316184875	2.299034
 TECRP1 	7.630652875	7.71160575	7.611393375	7.67562075	7.50499375	7.465040375	7.416186375	7.964180875
 TECTA 	3.697237	3.609358	3.66833575	3.6461269375	3.648447625	3.6193395	3.611539125	3.6147781875
 TECTB 	3.11792625	3.166339875	3.0942865	3.0627175	3.059623	3.061705875	3.0486135	3.05220575
 TEDDM1 	4.01832475	3.96017475	3.676380625	3.849774	4.111502375	3.867311125	4.192979125	3.93449
 TEF 	6.317060625	6.605942875	6.2844095	6.056713	6.242436625	6.164084	6.07137975	5.92565
 TEFM 	3.739895375	3.536426	3.71081125	3.723037375	3.67601275	3.363784875	3.6895445	3.657398875
 TEK 	8.2852835	8.088668875	8.30491925	6.84130125	7.265843875	6.3272285	7.69306375	6.461952375
 TEKT1 	4.9516195	4.92419575	4.9964575	5.16080575	4.97761025	4.30118925	6.297300375	4.465714875
 TEKT2 	5.53712	5.585330375	5.64860125	5.71788975	5.541682125	5.58019125	6.069536125	5.51710875
 TEKT3 	3.696173375	3.83331025	3.707073125	3.732589875	3.724382125	3.719573875	4.00366925	3.633313625
 TEKT4 	6.062681125	6.17829675	5.976359875	6.0192038125	6.028648	6.160902625	6.202781375	6.2148449375
 TEKT4P2 	7.284382125	7.36147575	7.11782	6.762191625	6.92943125	6.36678325	7.2882466875	6.967465375
 TEKT5 	3.42710275	3.44921575	3.338089125	3.344673	3.369287	3.312988125	3.419364375	3.39458025
 TELO2 	6.252261	6.415226375	6.17535425	6.321222	6.31951325	6.52778	6.32734025	6.33862125
 TEN1 	5.60982425	5.661533	5.59872475	5.59373425	5.520492	5.80868825	5.625503125	5.6379905
 TENC1 	7.24503325	7.572396	7.35524275	7.20605125	7.0541795	7.14231725	7.04221625	6.705860875
 TENM1 	3.770053375	3.863239	3.9138169375	4.16524675	3.87772425	3.73679225	3.874939875	4.1396069375
 TENM2 	4.68142525	4.59541125	4.73596475	4.6533735	4.636271375	4.698342875	4.515291125	4.596621875
 TENM3 	4.256900125	4.56139975	4.23251975	4.98403575	5.018512	4.97974425	4.52414375	4.802851
 TENM4 	4.837060875	5.05508625	4.896045875	5.30299825	5.095057125	5.349176375	5.002838125	5.0972311875
 TEP1 	6.0854395	6.254898125	6.236800875	6.301050125	6.256211875	6.11370425	6.279431625	6.503826625
 TEPP 	5.16525425	5.232209375	5.170079875	5.14862725	5.1489715	5.139835875	5.06542475	5.115089625
 TERC 	7.072531875	7.185433625	6.91092875	6.961632	7.079920375	7.70384675	7.157599875	7.16458875
 TERF1 	6.08382725	5.752074875	6.08864025	5.85589425	5.977322875	5.706102125	5.906119375	5.890837
 TERF1P2 	2.9801415	2.678342	2.805017125	2.912063375	3.0047155	2.6965235	3.0633325	2.731878375
 TERF1P5 	4.00821525	4.11534975	3.83916775	3.908918375	3.95866525	3.941069	3.85944475	3.926939
 TERF2 	7.375086875	7.288998	7.256639625	7.17219925	7.2743125	7.150414375	7.295454125	7.355612875
 TERF2IP 	8.224085	8.075614875	8.078916	7.837333125	7.95313125	7.621876	7.930137	8.220255625
 TERT 	5.948093375	6.051335375	5.896354	5.959270875	5.947871625	6.214290625	5.9543925	5.9943765
 TES 	7.022987125	6.97354475	7.186867125	7.0285265	6.991266875	6.8813905	6.912026625	6.875083875
 TESC 	5.811106125	5.901413625	5.881992625	5.78177975	5.900353125	5.821053625	5.779177625	5.8972085
 TESK1 	7.22500675	7.350862125	7.17469375	7.292347375	7.284230625	7.46204725	7.20632175	7.34755075
 TESK2 	5.115376125	4.832966125	5.125340875	4.9411165625	5.113041375	4.787857125	5.128267875	5.133526875
 TESPA1 	4.841954625	5.003489875	4.861069	4.827431	5.026630625	4.815570125	5.0083365	5.056476625
 TET1 	5.454659875	5.506561875	5.647458625	5.480625125	5.429050125	5.436705875	5.533823625	5.74927275
 TET2-AS1 	2.67699275	2.689781125	2.758338875	2.672412	2.68097	2.463027125	2.702236	2.6415921875
 TET2 	6.87269975	6.7506725	6.903313875	6.5802445	7.01589175	6.295090375	6.784122625	6.747000125
 TET3 	6.014340375	5.99535325	5.949489	6.005652875	5.889104125	6.14876875	5.998667375	5.982715625
 TEX10 	6.026233875	5.883179	6.103974875	6.154857875	6.154584625	5.959809	6.0647895	6.087101875
 TEX101 	3.561414	3.5322285	3.566056875	3.55681325	3.5681145	3.573209625	3.549584	3.54641075
 TEX11 	2.452331875	2.45743225	2.48829325	2.45740375	2.4583639375	2.444278125	2.486739	2.4663518125
 TEX12 	2.421180375	2.366081	2.421295375	2.39104875	2.40613725	2.50388925	2.42181125	2.400463625
 TEX13A 	6.05919125	6.02252575	5.972715125	5.930469375	6.04828875	5.99637725	6.0360895	6.213226375
 TEX13B 	4.744592125	4.85448775	4.729815875	4.716213125	4.621399875	4.58932925	4.629986875	4.73835675
